data_id,state_id,indicator_id,categories_id,nfhs_id,state_name,state_acronym,category,indicator_name,nfhs_round,ST,Non-ST,Total
801,24,3,1,2,Gujrat,GJ,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,81,90.8,89.3
802,24,4,1,2,Gujrat,GJ,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,62.5,74.9,72.9
803,24,5,1,2,Gujrat,GJ,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,24.7,35.5,33.8
804,24,6,1,2,Gujrat,GJ,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,24.6,21.2,21.8
805,24,7,1,2,Gujrat,GJ,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,93.3,94.8,94.6
806,24,8,1,2,Gujrat,GJ,Population and household profile,Households having BPL card (%),NFHS V,60.8,27.9,33
807,24,9,1,2,Gujrat,GJ,Population and household profile,Households owning agricultural land (%),NFHS V,53.3,31.7,35.1
808,24,10,1,2,Gujrat,GJ,Population and household profile,Households with electricity (%),NFHS V,92.5,98,97.2
809,24,11,1,2,Gujrat,GJ,Population and household profile,Households with an improved drinking water source (%),NFHS V,94.9,97.9,97.5
810,24,12,1,2,Gujrat,GJ,Population and household profile,Households using improved sanitation facility (%),NFHS V,57.2,81.6,77.8
811,24,13,1,2,Gujrat,GJ,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,40.5,15.4,19.3
812,24,14,1,2,Gujrat,GJ,Population and household profile,Households using clean fuel for cooking (%),NFHS V,36.8,72.4,66.9
813,24,15,1,2,Gujrat,GJ,Population and household profile,Households having pucca house (%),NFHS V,42.8,83.5,77.2
814,24,16,1,2,Gujrat,GJ,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,56.1,74.9,72
815,24,17,1,2,Gujrat,GJ,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,47.7,43.8,44.4
816,24,18,1,2,Gujrat,GJ,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,0.7,0.8,0.8
817,24,19,2,2,Gujrat,GJ,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,38.5,57.8,54.8
818,24,20,2,2,Gujrat,GJ,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,85.8,93.6,92.4
819,24,21,2,2,Gujrat,GJ,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,46,62.5,59.8
820,24,22,2,2,Gujrat,GJ,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,18.5,33,30.8
821,24,23,3,2,Gujrat,GJ,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,54.5,69.5,66.9
822,24,24,3,2,Gujrat,GJ,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,71.6,64,65.3
823,24,25,3,2,Gujrat,GJ,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,49.6,33.3,35.9
824,24,26,3,2,Gujrat,GJ,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,0.7,0,0.2
825,24,27,3,2,Gujrat,GJ,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,88.1,63.8,68.3
826,24,28,3,2,Gujrat,GJ,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,7.3,10.9,10.3
827,24,29,3,2,Gujrat,GJ,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,3.6,4.6,4.5
828,24,30,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,9,4.4,5.2
829,24,31,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,77.6,79.6,79.3
830,24,32,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,77.6,77,77.1
831,24,33,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,61.9,59.6,60
832,24,34,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,52.4,48.1,48.9
833,24,35,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,98.2,97.5,97.6
834,24,36,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,83.6,60.8,64.7
835,24,37,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,88,66.6,70.3
836,24,38,4,2,Gujrat,GJ,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,88.3,68.1,71.6
837,24,39,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,89.3,95.4,94.3
838,24,40,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,60.2,39.5,43.3
839,24,41,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,10.3,23.5,21
840,24,42,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,17.7,33.2,27.9
841,24,43,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,6.8,14.3,12.4
842,24,44,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,24.4,13.3,15.2
843,24,45,5,2,Gujrat,GJ,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,4587,9418,8539
844,24,46,6,2,Gujrat,GJ,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,91.9,91.3,91.4
845,24,47,6,2,Gujrat,GJ,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,12.1,1.8,4.1
846,24,48,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children under age 5 years whose birth was registered (%),NFHS V,96.2,97.7,97.4
847,24,49,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health","Children(12-23 months) fully immunized (BCG, measles, and 3 doses of Polio and DPT) (%)",NFHS V,65.8,57.8,59.3
848,24,50,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children(12-23 months) who have received measles vaccine (%),NFHS V,70.7,68.7,69.1
849,24,51,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children(9-59 months) who received a vitamin A dose in last six months (%),NFHS V,44.9,43.7,43.9
850,24,52,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health","Children under age five years suffered from diarrhoea in the last two weeks, preceding the survey (%)",NFHS V,10.4,7.7,8.2
851,24,53,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Advice or treatment sought for children suffering from diarrhoea in last two weeks (%),NFHS V,81.4,74.7,76.2
852,24,54,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children with diarrhoea in last two weeks who received ORS (%),NFHS V,78.7,62.8,66.5
853,24,55,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received zinc (%),NFHS V,41.2,33.7,35.4
854,24,56,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received both ORS and zinc (%),NFHS V,34.7,25.9,28
855,24,57,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Prevalence of symptoms of acute respiratory infection among children under age 5 years within the last two weeks preceding the survey (%),NFHS V,1.1,1,1
856,24,58,7,2,Gujrat,GJ,"Birth Registration, Immunization and Child Health",Children under age 5 years with ARI Symptoms in last 2 weeks who sought medical treatment same/next day (%),NFHS V,64.6,65.1,65
857,24,59,8,2,Gujrat,GJ,Child Nutrition,Children with low birth weight (<2500 g) (for births in the 5 years before the survey) (%),NFHS V,21.2,17.9,18.5
858,24,60,8,2,Gujrat,GJ,Child Nutrition,Children under age three years breastfed within one hour of birth (%),NFHS V,36.8,38,37.8
859,24,61,8,2,Gujrat,GJ,Child Nutrition,Children exclusively breastfed for 0-6 months (%),NFHS V,64.6,65.1,65
860,24,62,8,2,Gujrat,GJ,Child Nutrition,Total children(6-23 months) receiving an adequate diet (%),NFHS V,5.1,5.8,5.7
861,24,63,8,2,Gujrat,GJ,Child Nutrition,Children under 5 years who are stunted(height-for-age) (%),NFHS V,46.1,37.4,39
862,24,64,8,2,Gujrat,GJ,Child Nutrition,Children under 5 years who are wasted(weight-for-height) (%),NFHS V,30.3,23.9,25.1
863,24,65,8,2,Gujrat,GJ,Child Nutrition,Children under 5 years who are severely wasted(weight-for-height) (%),NFHS V,13.9,9.8,10.6
864,24,66,8,2,Gujrat,GJ,Child Nutrition,Children under 5 years who are underweight(weight-for-age) (%),NFHS V,49.1,37.5,39.7
865,24,67,8,2,Gujrat,GJ,Child Nutrition,Children under 5 years who are overweight(weight-for-height) (%),NFHS V,4,3.9,3.9
866,24,68,8,2,Gujrat,GJ,Child Nutrition,Children aged 6 - 59 months who are anaemic (<11.0g/dl) (%),NFHS V,87.3,78.4,80.1
867,24,69,8,2,Gujrat,GJ,Child Nutrition,Children under age 6 years who received food supplimentation from anganwadi centre in past 12 months (%),NFHS V,81.1,62.3,65.7
868,24,70,8,2,Gujrat,GJ,Child Nutrition,Mothers of children under age 6 years who received any services from AWC while breastfeeding (%),NFHS V,86.7,66.4,70.1
869,24,71,8,2,Gujrat,GJ,Child Nutrition,Children(6-59 months) who given deworming medication in past 6 months (%),NFHS V,29.9,25.1,26
870,24,72,8,2,Gujrat,GJ,Child Nutrition,Children(6-59 months) who given iron supplimentation in past 7 days (%),NFHS V,30.2,24.9,25.9
871,24,73,8,2,Gujrat,GJ,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months (%),NFHS V,83.1,65.6,68.8
872,24,74,8,2,Gujrat,GJ,Child Nutrition,Children(0-59 months) who were weighed at anganwadi centre in last 12 months and their mother were counselled from AWC (%),NFHS V,85.4,80.6,81.7
873,24,75,9,2,Gujrat,GJ,Nutritional Status of Adults,Women(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,35.1,23.2,25.2
874,24,76,9,2,Gujrat,GJ,Nutritional Status of Adults,Men(15-49 years) whose BMI is below normal (BMI < 18.5 kg/m2) (%),NFHS V,24.8,20.3,21
875,24,77,9,2,Gujrat,GJ,Nutritional Status of Adults,Women(15-49 years)  who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,10.8,25,22.7
876,24,78,9,2,Gujrat,GJ,Nutritional Status of Adults,Men(15-49 years) who are overweight or obese (BMI >= 25.0 kg/m2) (%),NFHS V,9.2,21.5,19.7
877,24,79,9,2,Gujrat,GJ,Nutritional Status of Adults,Men(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.90 cm) (%),NFHS V,41.6,40.1,40.4
878,24,80,9,2,Gujrat,GJ,Nutritional Status of Adults,Women(15-49 years) with increased risk of metabolic complication(Waist-to-hip ratio>0.85 cm) (%),NFHS V,52.4,42,43.7
879,24,81,9,2,Gujrat,GJ,Nutritional Status of Adults,Pregnant women(15-49 years) who are anaemic(<11.0 g/dl) (%),NFHS V,77.2,59.1,62.5
880,24,82,9,2,Gujrat,GJ,Nutritional Status of Adults,Women(15-49 years) years who are anaemic(<12.0 g/dl) (%),NFHS V,78.3,62.3,65
881,24,83,10,2,Gujrat,GJ,Diabetes,Women(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,8.3,10,9.7
882,24,84,10,2,Gujrat,GJ,Diabetes,Men(15-49 years) with high blood sugar level(>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,14.3,17.4,16.9
883,24,85,11,2,Gujrat,GJ,Hypertension,Women(15-49 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,12.2,10,10.4
884,24,86,11,2,Gujrat,GJ,Hypertension,Men(15-49 years) with elevated  blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure,NFHS V,15.6,13,13.4
885,24,87,12,2,Gujrat,GJ,Substance Use among Adults,Women age 15 years and above who use any kind of tobacco (%),NFHS V,13.7,7.7,8.6
886,24,88,12,2,Gujrat,GJ,Substance Use among Adults,Men age 15 years and above who use any kind of tobacco (%),NFHS V,45.4,40.3,41.1
887,24,89,12,2,Gujrat,GJ,Substance Use among Adults,Women age 15 years and above who consume alcohol (%),NFHS V,2.1,0.3,0.6
888,24,90,12,2,Gujrat,GJ,Substance Use among Adults,Men age 15 years and above who consume alcohol (%),NFHS V,13.5,4.4,5.8
889,24,91,13,2,Gujrat,GJ,Infectious Disease,Households with at least one mosquito net (%),NFHS V,35.3,12.9,16.4
890,24,92,13,2,Gujrat,GJ,Infectious Disease,"Survey population suffering from Tuberculosis(per 100,000 population)",NFHS V,300,200,200
891,24,93,13,2,Gujrat,GJ,Infectious Disease,Women(15-49 years) who have ever heard of tuberculosis (%),NFHS V,89.5,86.1,86.7
892,24,94,13,2,Gujrat,GJ,Infectious Disease,Men(15-49 years) who have ever heard of tuberculosis (%),NFHS V,94.6,90.1,90.8
893,24,95,14,2,Gujrat,GJ,Women's empowerment,Women(15-49 years) who worked in the last 12 months and were paid in cash (%),NFHS V,46.9,28,30.8
894,24,96,14,2,Gujrat,GJ,Women's empowerment,Women owning a house and/or land (alone or jointly with others) (%),NFHS V,55.2,40.3,42.6
895,24,97,14,2,Gujrat,GJ,Women's empowerment,Women having a bank or savings account that they themselves use (%),NFHS V,65.3,70.8,70
896,24,98,14,2,Gujrat,GJ,Women's empowerment,Women having a mobile phone that they themselves use (%),NFHS V,33.8,51.5,48.8
897,24,99,15,2,Gujrat,GJ,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence ever (%),NFHS V,22.6,13,14.6
898,24,100,15,2,Gujrat,GJ,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence in past 12 months (%),NFHS V,17.1,10.2,11.3
899,24,101,15,2,Gujrat,GJ,Gender based violence,Ever-married women(18-49 years) who have experienced physical violence during any pregnancy (%),NFHS V,2.3,1.5,1.7
900,24,102,15,2,Gujrat,GJ,Gender based violence,Young women(18-29 years) who experienced sexual violence by age 18 (%),NFHS V,0.9,1.3,1
901,24,103,16,2,Gujrat,GJ,Knowledge around STI/HIV,Women(15-49) ever heard of a sexually transmitted infection (%),NFHS V,79.1,77.1,77.4
902,24,104,16,2,Gujrat,GJ,Knowledge around STI/HIV,Men(15-54 years) ever heard of a sexually transmitted infection (%),NFHS V,92,89.4,89.7
903,24,105,16,2,Gujrat,GJ,Knowledge around STI/HIV,Women(15-49) ever heard of HIV-AIDS (%),NFHS V,78,75.7,76
904,24,106,16,2,Gujrat,GJ,Knowledge around STI/HIV,Men(15-54 years) ever heard of a HIV-AIDS (%),NFHS V,91.5,88.9,89.3
905,24,107,16,2,Gujrat,GJ,Knowledge around STI/HIV,Women(15-49 years) who have comprehensive knowledge about HIV (%),NFHS V,29.8,28.3,28.5
906,24,108,16,2,Gujrat,GJ,Knowledge around STI/HIV,Men(15-54 years) who have comprehensive knowledge about HIV (%),NFHS V,31.6,36,35.3
907,24,109,17,2,Gujrat,GJ,Adolescent health,Women(15-24 years) whose Body Mass Index is below normal (BMI < 18.5 kg/m2) (%),NFHS V,52.1,41.6,43.4
908,24,110,17,2,Gujrat,GJ,Adolescent health,Women (15-24 years) years who are anaemic (<12.0 g/dl) (%),NFHS V,78.4,64.5,66.9
909,24,111,17,2,Gujrat,GJ,Adolescent health,Women (15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,4.7,4.8,4.8
910,24,112,17,2,Gujrat,GJ,Adolescent health,Men(15-24 years) with high Blood sugar level (>140 mg/dl) or taking medicine to control blood sugar level (%),NFHS V,4.2,5.4,5.2
911,24,113,17,2,Gujrat,GJ,Adolescent health,Women(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,4,3.1,3.3
912,24,114,17,2,Gujrat,GJ,Adolescent health,Men(15-24 years) with elevated blood pressure (Systolic >=140 mm of Hg and/or Diastolic >=90 mm of Hg) or taking medicine to control blood pressure (%),NFHS V,6,5,5.2
913,2,1,1,2,Himachal Pradesh,HP,Population and household profile,"Sex ratio of the total population(females per 1,000 males)",NFHS V,1035,1040,1040
914,2,2,1,2,Himachal Pradesh,HP,Population and household profile,"Sex ratio at birth for children(0-6 years) born in the last five years(females per 1,000 males)",NFHS V,850,884,882
915,2,3,1,2,Himachal Pradesh,HP,Population and household profile,Population(6 years and above) who ever attended school(Male) (%),NFHS V,88.8,93.9,93.7
916,2,4,1,2,Himachal Pradesh,HP,Population and household profile,Population(6 years and above) who ever attended school(Female) (%),NFHS V,70.1,81.6,81
917,2,5,1,2,Himachal Pradesh,HP,Population and household profile,Women(15-49 years) with 10 or more years of schooling (%),NFHS V,55.9,66.4,65.9
918,2,6,1,2,Himachal Pradesh,HP,Population and household profile,Women(20-24 years) married before age 18 years (%),NFHS V,3,5.5,5.4
919,2,7,1,2,Himachal Pradesh,HP,Population and household profile,Household population having an Aadhaar Card (%),NFHS V,97.6,98.1,98.1
920,2,8,1,2,Himachal Pradesh,HP,Population and household profile,Households having BPL card (%),NFHS V,25.2,17.4,17.8
921,2,9,1,2,Himachal Pradesh,HP,Population and household profile,Households owning agricultural land (%),NFHS V,79.5,71,71.4
922,2,10,1,2,Himachal Pradesh,HP,Population and household profile,Households with electricity (%),NFHS V,99.3,99.4,99.4
923,2,11,1,2,Himachal Pradesh,HP,Population and household profile,Households with an improved drinking water source (%),NFHS V,92.8,96.6,96.4
924,2,12,1,2,Himachal Pradesh,HP,Population and household profile,Households using improved sanitation facility (%),NFHS V,90.4,92.5,92.4
925,2,13,1,2,Himachal Pradesh,HP,Population and household profile,"Households with no toilet facility, defecating in open space/field (%)",NFHS V,6,6.5,6.5
926,2,14,1,2,Himachal Pradesh,HP,Population and household profile,Households using clean fuel for cooking (%),NFHS V,49.5,51.9,51.7
927,2,15,1,2,Himachal Pradesh,HP,Population and household profile,Households having pucca house (%),NFHS V,59.7,77,76.1
928,2,16,1,2,Himachal Pradesh,HP,Population and household profile,Households with presence of water and soap/detergent at handwashing place (%),NFHS V,79.7,85.1,84.8
929,2,17,1,2,Himachal Pradesh,HP,Population and household profile,Households with any usual member covered by a health scheme or health insurance (%),NFHS V,35.6,39.1,38.9
930,2,18,1,2,Himachal Pradesh,HP,Population and household profile,Household population having any form of disability (hearing/speech/visual/mental/locomotive/other) (%),NFHS V,0.3,0.6,0.6
931,2,19,2,2,Himachal Pradesh,HP,Access to Communication/Mass Media,Households having access to internet (%),NFHS V,48.8,61.8,61.1
932,2,20,2,2,Himachal Pradesh,HP,Access to Communication/Mass Media,Households owning a mobile/telephone (%),NFHS V,97,97.9,97.9
933,2,21,2,2,Himachal Pradesh,HP,Access to Communication/Mass Media,"Women(15-49 years) with exposure to mass media i.e.,newspaper,TV,radio,watch movie in theatre (%)",NFHS V,68.4,70.8,70.7
934,2,22,2,2,Himachal Pradesh,HP,Access to Communication/Mass Media,Women(15-49 years) using internet (%),NFHS V,32.7,50.8,49.7
935,2,23,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Menstruating woman(15-24 years) using hygienic method for blood stain prevention during menstruation (%),NFHS V,92.7,91.9,92
936,2,24,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Currently married women(15-49 years) using any family planning method (%),NFHS V,68.2,74.5,74.2
937,2,25,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Currently married women(15-49 years) using female sterilization (%),NFHS V,25.7,38.4,37.7
938,2,26,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Currently married women(15-49 years) using male sterilization (%),NFHS V,11.8,2.9,3.3
939,2,27,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Currently married women(15-49 years) using modern contraceptive obtained from public health facility (%),NFHS V,76.9,75.3,75.4
940,2,28,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Total unmet need among currently married women(15-49 years) (%),NFHS V,10.9,7.7,7.9
941,2,29,3,2,Himachal Pradesh,HP,Reproductive and Sexual Health,Total unmet need for spacing among currently married women(15-49 years) (%),NFHS V,4.3,2.7,2.8
942,2,30,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Women(15-19 years) who were already mothers or pregnant at the time of the survey (%),NFHS V,5.5,3.3,3.4
943,2,31,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers who had antenatal check-up in the first trimester (%),NFHS V,71.4,72.5,72.4
944,2,32,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers who had at least four antenatal care visits during last pregnancy (%),NFHS V,71.5,70.5,70.6
945,2,33,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers who consumed iron & folic acid for 100 days or more when they were pregnant (%),NFHS V,67,67.2,67.2
946,2,34,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers who had full antenatal care (%),NFHS V,45.3,45.3,45.3
947,2,35,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Registered pregnancies for which the mother received Mother and Child Protection card (%),NFHS V,99.8,98.6,98.7
948,2,36,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received advice on breastfeeding from any provider during pregnancy (%),NFHS V,62.8,62.9,62.9
949,2,37,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received health and nutrition education from the AWC during pregnancy (%),NFHS V,84.8,73.3,73.9
950,2,38,4,2,Himachal Pradesh,HP,Maternity Care (for last birth in the 5 years before the survey),Mothers(15-49 years) who received food supplements from the anganwadi center during pregnancy (%),NFHS V,90.4,83.8,84.2
951,2,39,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Institutional births (%),NFHS V,82.1,88.6,88.2
952,2,40,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Institutional births in public facility (%),NFHS V,71.4,71.7,71.7
953,2,41,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Births delivered by caesarean section (%),NFHS V,14.7,21.4,21
954,2,42,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Home births that were conducted by skilled health personnel (%),NFHS V,15.8,15.2,15.3
955,2,43,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Births in a public health facility delivered by caesarean section (%),NFHS V,15,17.6,17.4
956,2,44,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Mothers who received financial assistance under Janani Suraksha Yojana for births delivered in an institution (%),NFHS V,22.7,15.4,15.8
957,2,45,5,2,Himachal Pradesh,HP,Delivery Care (for births in the 5 years before the survey) ,Average out of pocket expenditure per delivery in ANY health facility in INR,NFHS V,3259,7147,6941
958,2,46,6,2,Himachal Pradesh,HP,Postnatal care (for births in the 5 years before the survey),Women who had first postnatal check-up within two days (%),NFHS V,85.8,90.7,90.5
959,2,47,6,2,Himachal Pradesh,HP,Postnatal care (for births in the 5 years before the survey),Children born at home within the five years preceding the survey received PNC within 24 hours of delivery (%),NFHS V,0,0,0
960,2,48,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children under age 5 years whose birth was registered (%),NFHS V,99.8,97.7,97.8
961,2,49,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health","Children(12-23 months) fully immunized (BCG, measles, and 3 doses of Polio and DPT) (%)",NFHS V,78.6,68.4,68.9
962,2,50,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children(12-23 months) who have received measles vaccine (%),NFHS V,89.4,74.4,75.2
963,2,51,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children(9-59 months) who received a vitamin A dose in last six months (%),NFHS V,33,38.3,38
964,2,52,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health","Children under age five years suffered from diarrhoea in the last two weeks, preceding the survey (%)",NFHS V,2,4.9,4.7
965,2,53,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Advice or treatment sought for children suffering from diarrhoea in last two weeks (%),NFHS V,41.5,74.8,73.9
966,2,54,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children with diarrhoea in last two weeks who received ORS (%),NFHS V,78,73.6,73.7
967,2,55,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received zinc (%),NFHS V,32.7,19.2,19.5
968,2,56,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children with diarrhoea in the last two weeks who received both ORS and zinc (%),NFHS V,32.7,17.2,17.6
969,2,57,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Prevalence of symptoms of acute respiratory infection among children under age 5 years within the last two weeks preceding the survey (%),NFHS V,1.2,1.5,1.5
970,2,58,7,2,Himachal Pradesh,HP,"Birth Registration, Immunization and Child Health",Children under age 5 years with ARI Symptoms in last 2 weeks who sought medical treatment same/next day (%),NFHS V,82,84.3,84.2
971,2,59,8,2,Himachal Pradesh,HP,Child Nutrition,Children with low birth weight (<2500 g) (for births in the 5 years before the survey) (%),NFHS V,12.7,15.9,15.8
972,2,60,8,2,Himachal Pradesh,HP,Child Nutrition,Children under age three years breastfed within one hour of birth (%),NFHS V,48,45,45.1
973,2,61,8,2,Himachal Pradesh,HP,Child Nutrition,Children exclusively breastfed for 0-6 months (%),NFHS V,72.2,69.6,69.7
974,2,62,8,2,Himachal Pradesh,HP,Child Nutrition,Total children(6-23 months) receiving an adequate diet (%),NFHS V,7.5,19,18.3
975,2,63,8,2,Himachal Pradesh,HP,Child Nutrition,Children under 5 years who are stunted(height-for-age) (%),NFHS V,31.3,30.8,30.8
976,2,64,8,2,Himachal Pradesh,HP,Child Nutrition,Children under 5 years who are wasted(weight-for-height) (%),NFHS V,15,17.5,17.4
977,2,65,8,2,Himachal Pradesh,HP,Child Nutrition,Children under 5 years who are severely wasted(weight-for-height) (%),NFHS V,6.4,6.9,6.9
978,2,66,8,2,Himachal Pradesh,HP,Child Nutrition,Children under 5 years who are underweight(weight-for-age) (%),NFHS V,20.3,25.8,25.5
979,2,67,8,2,Himachal Pradesh,HP,Child Nutrition,Children under 5 years who are overweight(weight-for-height) (%),NFHS V,6.8,5.6,5.7
980,2,68,8,2,Himachal Pradesh,HP,Child Nutrition,Children aged 6 - 59 months who are anaemic (<11.0g/dl) (%),NFHS V,60.9,54.8,55.2
